TPath,TPCnt,TLinkCnt,TPCnt_group,start,end,LinkID_x,시도명_x,시군구명_x,읍면동명_x,LinkID_y,시도명_y,시군구명_y,읍면동명_y,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,총시간,총거리,평균시간,등급,LinkID,유출인구,정류장수,버스,승용차,전체
1.08946E+83,17,12,10_50,1089463,1069325,1089463,경기도,의정부시,호원2동,1069325,서울특별시,도봉구,쌍문1동,1089463,1044691,1044692,1044767,1044771,1044780,1044670,1040015,1069303,1071018,1069323,1069325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.324979432,9.71,29.87881399,1,1089463,116484,722,192,10356,12128.5
"1096033,1089055,1015065,1096990,1014907,0,1096068,1015273,1014873,1014874,1014852,1014849,1014846,1014847,1015196,1096075,1070150",17,17,10_50,1096033,1070150,1096033,경기도,부천시오정구,성곡동,1070150,서울특별시,강서구,방화2동,1096033,1089055,1015065,1096990,1014907,0,1096068,1015273,1014873,1014874,1014852,1014849,1014846,1014847,1015196,1096075,1070150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.273131888,8.16,29.87567676,1,1096033,226983,1162,196,17820,21525.5
1.08991E+34,20,5,10_50,1089907,1096650,1089907,경기도,고양시덕양구,신도동,1096650,서울특별시,은평구,구산동,1089907,1089880,1094414,1019873,1096650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.217611957,6.501,29.87427754,1,1089907,106270.0408,1032,84.5,3271.5,4049.5
1.09583E+76,12,11,10_50,1095829,1069705,1095829,경기도,구리시,갈매동,1069705,서울특별시,중랑구,묵1동,1095829,1039916,1039909,1039904,1069475,1039921,1069706,1069709,1069712,1069702,1069705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.203393527,6.074,29.86329059,1,1095829,58448,310,253.5,14254,16944.5
"1097038,1095744,0,1069461,1069458,1069455",31,6,10_50,1097038,1069455,1097038,경기도,남양주시,별내동,1069455,서울특별시,노원구,상계3·4동,1097038,1095744,0,1069461,1069458,1069455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.166191431,4.963,29.86315221,1,1097038,166431,1662,24.5,1601,1893
"1096033,1089055,1015065,1096990,1014907,0,1096068,1015273,1014873,1014874,1014852,0,1015265,1096079,1014827",12,15,10_50,1096033,1014827,1096033,경기도,부천시오정구,성곡동,1014827,서울특별시,강서구,방화1동,1096033,1089055,1015065,1096990,1014907,0,1096068,1015273,1014873,1014874,1014852,0,1015265,1096079,1014827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.280386466,8.373,29.86235434,1,1096033,226983,1162,124.5,12337.5,14844
1.09876E+41,11,6,10_50,1098756,1070085,1098756,경기도,부천시오정구,고강본동,1070085,서울특별시,양천구,신정3동,1098756,1089027,1015302,1096047,1015330,1070085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.241004177,7.196,29.85840366,1,1098756,226983,1162,55,5766.5,6764.5
"1087585,1017266,1087595,1017268,1017270,1017281,1017478,1017514,1017279,1017521,1017196,1096259,1087655,1017195,0,1087655,0,1017189,1017194,1018246,1018248,1038501,1038458,1038459,1038583,1038472,1038471,1038429,1038431,1018126,1018127,1018071,1096154,1017986,1018057",10,35,0_10,1087585,1018057,1087585,경기도,안양시동안구,평안동,1018057,서울특별시,동작구,사당1동,1087585,1017266,1087595,1017268,1017270,1017281,1017478,1017514,1017279,1017521,1017196,1096259,1087655,1017195,0,1087655,0,1017189,1017194,1018246,1018248,1038501,1038458,1038459,1038583,1038472,1038471,1038429,1038431,1018126,1018127,1018071,1096154,1017986,1018057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.535570893,15.991,29.85785861,1,1087585,97639.64995,346,2419,86542.5,101544.5
"1095012,1041709,1042034,1042035,1100489,1040038,1095829,1039916,1039909,1039904,1069475,1039919,1039914,1039898,1039870,1039874,1040103,1039880,1039876,1040110,1040202,0,1039854",17,23,10_50,1095012,1039854,1095012,경기도,남양주시,진접읍,1039854,서울특별시,성북구,석관동,1095012,1041709,1042034,1042035,1100489,1040038,1095829,1039916,1039909,1039904,1069475,1039919,1039914,1039898,1039870,1039874,1040103,1039880,1039876,1040110,1040202,0,1039854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392933356,11.732,29.85748046,1,1095012,166431,1662,550,30004,36502.5
1.089E+48,35,7,10_50,1089004,1097187,1089004,경기도,부천시소사구,괴안동,1097187,서울특별시,구로구,오류2동,1089004,1088998,1014701,1014763,1014760,1070107,1097187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.142857222,4.265,29.85498346,1,1089004,226983,1162,70.5,5856.5,6842.5
"1090057,1090071,1015457,1015546,1015816,1099902,1099905,1099909,1015416,1015885,1015878,1015875,1094358,1015420,1015476,1015479,1015475,1015473,1015482,1067354,1094412,1094414,1019873,1019870,1019859,1070166,1096651,1019889,0,1019888,1098210,1098247,1098246,1067481,1019633,1069621,1018289,1018290,1018293,1090739,1019382,1098365,0,1069676",10,44,0_10,1090057,1069676,1090057,경기도,고양시일산동구,정발산동,1069676,서울특별시,종로구,종로1·2·3·4가동,1090057,1090071,1015457,1015546,1015816,1099902,1099905,1099909,1015416,1015885,1015878,1015875,1094358,1015420,1015476,1015479,1015475,1015473,1015482,1067354,1094412,1094414,1019873,1019870,1019859,1070166,1096651,1019889,0,1019888,1098210,1098247,1098246,1067481,1019633,1069621,1018289,1018290,1018293,1090739,1019382,1098365,0,1069676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.857070952,25.586,29.85283767,1,1090057,69555.94958,610,887.5,52765.5,63549.5
1.09607E+34,11,5,10_50,1096068,1014852,1096068,경기도,부천시오정구,고강1동,1014852,서울특별시,강서구,공항동,1096068,1015273,1014873,1014874,1014852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083002145,2.477,29.84260226,1,1096068,226983,1162,66.5,6055,7343
"1096319,1017835,1070668,1017774,1070629,1090907,1017766,1017757,1017758,1017697,1017694,1017686,1017687,1017691,1017699,1017703,1017749,1017941,1017751,1017931,1070588,1070529,1096123,1019823,0,1018990,1070545,1096125,1070525,1018829,1019820,1019009,1019006,1019500,1019531,1019397,1019559,1019194,1019190,0,1019771,1019839,1018928,1018926,1018929,1019027,1019032,1019025,1100611,1100613,1097248,1097886,1069964,1069968,1097325,1097887,1096141,0,1101098,1097248,1097886,1069965,1039496,1038923,1038924,1039501,1039498,1039495,1039492,1039606,1039633,1039632,1039612,1039609,1038993,1038862,1069951",15,77,10_50,1096319,1069951,1096319,경기도,광명시,소하1동,1069951,서울특별시,성동구,성수2가3동,1096319,1017835,1070668,1017774,1070629,1090907,1017766,1017757,1017758,1017697,1017694,1017686,1017687,1017691,1017699,1017703,1017749,1017941,1017751,1017931,1070588,1070529,1096123,1019823,0,1018990,1070545,1096125,1070525,1018829,1019820,1019009,1019006,1019500,1019531,1019397,1019559,1019194,1019190,0,1019771,1019839,1018928,1018926,1018929,1019027,1019032,1019025,1100611,1100613,1097248,1097886,1069964,1069968,1097325,1097887,1096141,0,1101098,1097248,1097886,1069965,1039496,1038923,1038924,1039501,1039498,1039495,1039492,1039606,1039633,1039632,1039612,1039609,1038993,1038862,1069951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.811960064,24.23,29.84136914,1,1096319,109992,443,2277.5,140942,159208
"1087793,1087795,1014694,1014700,1014805,1087799,0,1087802,1087803,1014587,1087804,1014583,1014584,1014755,1015310,1015040,1015037,1018955,1018897",12,19,10_50,1087793,1018897,1087793,경기도,광명시,철산3동,1018897,서울특별시,양천구,신정6동,1087793,1087795,1014694,1014700,1014805,1087799,0,1087802,1087803,1014587,1087804,1014583,1014584,1014755,1015310,1015040,1015037,1018955,1018897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.207363793,6.187,29.83645269,1,1087793,109992,443,242,24511,29422.5
1.0877E+139,20,20,10_50,1087747,1101095,1087747,경기도,광명시,소하1동,1101095,서울특별시,구로구,구로2동,1087747,1018032,1018033,1018036,1018035,1067474,1018008,1018049,1017946,1017647,1018193,1017723,1070695,1017724,1017727,1017728,1017911,1017741,1098354,1101095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.182899148,5.456,29.83064743,1,1087747,109992,443,232.5,24328.5,29338
1.0985E+111,13,16,10_50,1098465,1070330,1098465,경기도,성남시수정구,수진2동,1070330,서울특별시,송파구,가락1동,1098465,1087374,1041037,1041042,1041044,1041120,1041117,1041123,1070404,1038262,1070380,1038263,1038304,1070293,1070296,1070330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.279008253,8.32,29.81990644,1,1098465,56841.76891,1094,412.5,25635.5,31152.5
1.09565E+41,11,6,10_50,1095653,1038801,1095653,경기도,구리시,교문1동,1038801,서울특별시,광진구,중곡2동,1095653,1098456,1100441,1095655,1038791,1038801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.192503935,5.74,29.8175723,1,1095653,58448,310,158,10412.5,11574
1.09583E+97,19,14,10_50,1095829,1039866,1095829,경기도,구리시,갈매동,1039866,서울특별시,노원구,월계1동,1095829,1039916,1039909,1039904,1069475,1039919,1039914,1039898,1039870,1039874,1040103,1039880,1039878,1039866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.173450318,5.171,29.81257146,1,1095829,58448,310,450.5,23249.5,28282.5
"1089021,0,1089004,1088998,1014479,1097186,1097866,1070106,1070098,1014446,1014442,1014460,1014459,1014457,1014463,1014467,1100588,1100591,1014452,1014469,1070092,1015348,1015333,1015381,1015064,1096041,1014967,1014969,1014965,1014962,1091078",14,31,10_50,1089021,1091078,1089021,경기도,부천시소사구,괴안동,1091078,서울특별시,양천구,신월3동,1089021,0,1089004,1088998,1014479,1097186,1097866,1070106,1070098,1014446,1014442,1014460,1014459,1014457,1014463,1014467,1100588,1100591,1014452,1014469,1070092,1015348,1015333,1015381,1015064,1096041,1014967,1014969,1014965,1014962,1091078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31198948,9.299,29.80549216,1,1089021,226983,1162,502,49022.5,59661.5
"1087657,0,1017485,1087573,1017480,1017488,1096263,1017158,1017157,1017153,1100687,1100691,1017389,1017884,1017875,1017872,1017878,1017886,1096267,1096269,0,1096317,1087747,1018032,1018033,1018036,1018035,1067474,1018008,1018049",22,30,10_50,1087657,1018049,1087657,경기도,안양시동안구,비산3동,1018049,서울특별시,금천구,가산동,1087657,0,1017485,1087573,1017480,1017488,1096263,1017158,1017157,1017153,1100687,1100691,1017389,1017884,1017875,1017872,1017878,1017886,1096267,1096269,0,1096317,1087747,1018032,1018033,1018036,1018035,1067474,1018008,1018049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.478591587,14.261,29.79784933,1,1087657,97639.64995,346,844.5,52737.5,64815
1.08988E+55,38,8,10_50,1089880,1069537,1089880,경기도,고양시덕양구,창릉동,1069537,서울특별시,은평구,녹번동,1089880,1094414,1019873,1019870,1019859,1070166,1019860,1069537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24155362,7.196,29.7904871,1,1089880,106270.0408,1032,179,7699.5,9267.5
"1095542,1095543,1087383,1041105,1041134,1087372,1096868,0,1098465,1087374,1041037,1041042,1041044,1041120,1041117,1041123,1070404,1038262,1070380,1038263",22,20,10_50,1095542,1038263,1095542,경기도,성남시중원구,하대원동,1038263,서울특별시,송파구,문정2동,1095542,1095543,1087383,1041105,1041134,1087372,1096868,0,1098465,1087374,1041037,1041042,1041044,1041120,1041117,1041123,1070404,1038262,1070380,1038263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2826451,8.418,29.78293273,1,1095542,55266.53612,290,447.5,28783,35067
"1095542,1095543,1087383,1041105,1041134,1087372,1096868,0,1098465,1087374,1041037,1041042,1041044,1041120,1041117,1041123,1070404,1038262,1070380,1038263,1038304",15,21,10_50,1095542,1038304,1095542,경기도,성남시중원구,하대원동,1038304,서울특별시,송파구,문정2동,1095542,1095543,1087383,1041105,1041134,1087372,1096868,0,1098465,1087374,1041037,1041042,1041044,1041120,1041117,1041123,1070404,1038262,1070380,1038263,1038304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.312719349,9.312,29.77749867,1,1095542,55266.53612,290,456,29630.5,35989.5
"1096566,1040190,1040032,1040076,1040089,1040097,1040081,1040060,1039965,1040065,1040051,1040128,0,1040070,1090977,1069684,1039997,1039393,1069688,1069870,1090817,1038720,1038696",14,23,10_50,1096566,1038696,1096566,경기도,구리시,갈매동,1038696,서울특별시,동대문구,용신동,1096566,1040190,1040032,1040076,1040089,1040097,1040081,1040060,1039965,1040065,1040051,1040128,0,1040070,1090977,1069684,1039997,1039393,1069688,1069870,1090817,1038720,1038696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.491702406,14.637,29.76800565,1,1096566,58448,310,547.5,34501.5,41227.5
"1096016,1089059,1015005,1015050,1015048,1096037,1097720,1018601,1018639,1018643,1019701,0,1091081,0,1018601,1018636,1018637,1018648,1018645,1018612,1018613,1019386,1019589,1019587,1019246,1018604,1018618,1018692,1019690,1018684,1019807,1018678,1018673,1018674,1018665,1018661,1018660,1018658,1019330,1019337,1019338,1019176,1018788,1018867,1019640,1019643,1019641,1019207,1019708,1039285,1039261,1038990,0,1097747,0,1097745,1038634,1039287,1017807,1017810,1019726,1019725,1019207,1019709,1039480,1039686,1039694,1039289,1038140,1038141,1038377",13,71,10_50,1096016,1038377,1096016,경기도,부천시원미구,약대동,1038377,서울특별시,서초구,반포4동,1096016,1089059,1015005,1015050,1015048,1096037,1097720,1018601,1018639,1018643,1019701,0,1091081,0,1018601,1018636,1018637,1018648,1018645,1018612,1018613,1019386,1019589,1019587,1019246,1018604,1018618,1018692,1019690,1018684,1019807,1018678,1018673,1018674,1018665,1018661,1018660,1018658,1019330,1019337,1019338,1019176,1018788,1018867,1019640,1019643,1019641,1019207,1019708,1039285,1039261,1038990,0,1097747,0,1097745,1038634,1039287,1017807,1017810,1019726,1019725,1019207,1019709,1039480,1039686,1039694,1039289,1038140,1038141,1038377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.197433258,35.645,29.76783863,1,1096016,226983,1162,1811,151217.5,185913.5
"1096066,1096068,1015273,1014873,0,1100569,0,1096083,1014861",11,9,10_50,1096066,1014861,1096066,경기도,부천시오정구,오정동,1014861,서울특별시,강서구,등촌3동,1096066,1096068,1015273,1014873,0,1100569,0,1096083,1014861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.234493471,6.98,29.76628718,1,1096066,226983,1162,64.5,6395.5,7674
1.08988E+55,22,8,10_50,1089880,1069530,1089880,경기도,고양시덕양구,창릉동,1069530,서울특별시,은평구,녹번동,1089880,1094414,1019873,1019870,1019859,1070166,1019860,1069530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.230533432,6.859,29.75273452,1,1089880,106270.0408,1032,177.5,7666,9243.5
"1094355,1015419,1015416,1015885,1015878,1015875,1094358,1015420,1015476,1015479,1015475,1015473,1015482,1067354,1094412,1094414,1019873,1019870,1019859,1070166,1096651,1019889,0,1019888,1098210,1098247,1098245,1098248,1098210,1098177,1069627,1069638,1069637,1097320,1069618,1069647,0,1069643,1069676,1018333",31,40,10_50,1094355,1018333,1094355,경기도,고양시일산동구,식사동,1018333,서울특별시,종로구,종로1·2·3·4가동,1094355,1015419,1015416,1015885,1015878,1015875,1094358,1015420,1015476,1015479,1015475,1015473,1015482,1067354,1094412,1094414,1019873,1019870,1019859,1070166,1096651,1019889,0,1019888,1098210,1098247,1098245,1098248,1098210,1098177,1069627,1069638,1069637,1097320,1069618,1069647,0,1069643,1069676,1018333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.872852221,25.966,29.74844925,1,1094355,69555.94958,610,693,41050,50179
1.0899E+104,11,15,10_50,1089878,1014863,1089878,경기도,고양시덕양구,화전동,1014863,서울특별시,강서구,우장산동,1089878,1019909,1019758,1019684,1019681,1019491,1015229,1015224,1015217,1015219,1014871,1096059,1014878,1014860,1014863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.300688866,8.944,29.7450322,1,1089878,106270.0408,1032,326.5,18083,21751.5
1.09441E+90,13,13,10_50,1094410,1069535,1094410,경기도,고양시덕양구,행신3동,1069535,서울특별시,은평구,응암3동,1094410,1016038,1067350,1094412,1094414,1019873,1019870,1019859,1070166,1019860,1069530,1070176,1069535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.388928516,11.568,29.74325493,1,1094410,106270.0408,1032,221,9695.5,11698
"1089878,1019909,1018264,1018261,1019466,1018276,0,1069538,1069540",11,9,10_50,1089878,1069540,1089878,경기도,고양시덕양구,화전동,1069540,서울특별시,서대문구,북가좌2동,1089878,1019909,1018264,1018261,1019466,1018276,0,1069538,1069540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.192695292,5.728,29.72568733,1,1089878,106270.0408,1032,146,7822.5,9409
1.0963E+153,15,22,10_50,1096301,1090922,1096301,경기도,시흥시,대야동,1090922,서울특별시,구로구,구로3동,1096301,1087771,1096303,1087775,1096311,1087780,1014779,1014783,1018116,1096317,1096319,1017835,1070668,1017774,1070629,1090907,1017766,1017757,1017758,1017697,1017694,1090922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.464831298,13.812,29.71400605,1,1096301,89081,960,328,25643.5,30171.5
"1094381,1020229,1020230,1020571,1020572,1020560,1020555,1020556,1020565,1020569,1020601,1019940,1089889,1094433,1019927,1019850,1019848,1019845,1019878,1069509,1069517,1069529,1019879,1019857,1019856,1019905,1019939,0,1019303,1096622,1019228,1100825,1100829,1019300,1096626,1018386,1096628,1018384,0,1096636,1096635,1070909,1018573,1018595",14,44,10_50,1094381,1018595,1094381,경기도,고양시덕양구,관산동,1018595,서울특별시,용산구,원효로1동,1094381,1020229,1020230,1020571,1020572,1020560,1020555,1020556,1020565,1020569,1020601,1019940,1089889,1094433,1019927,1019850,1019848,1019845,1019878,1069509,1069517,1069529,1019879,1019857,1019856,1019905,1019939,0,1019303,1096622,1019228,1100825,1100829,1019300,1096626,1018386,1096628,1018384,0,1096636,1096635,1070909,1018573,1018595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.900699985,26.762,29.71244637,1,1094381,106270.0408,1032,894,49332.5,59089.5
1.08737E+83,14,12,10_50,1087374,1038306,1087374,경기도,성남시수정구,태평1동,1038306,서울특별시,송파구,가락본동,1087374,1041037,1041042,1041044,1041120,1041117,1041123,1070404,1038262,1070380,1038263,1038306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.185318955,5.506,29.7109381,1,1087374,56841.76891,1094,407.5,24262,29647
1.09441E+55,33,8,10_50,1094405,1018264,1094405,경기도,고양시덕양구,행신3동,1018264,서울특별시,은평구,수색동,1094405,1015600,1089966,1015666,1094408,1089878,1019909,1018264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.272614916,8.099,29.70857251,1,1094405,106270.0408,1032,169,8275.5,10130
1.1013E+146,19,21,10_50,1101308,1038169,1101308,경기도,성남시수정구,복정동,1038169,서울특별시,강남구,역삼2동,1101308,1041046,1095583,1040999,1038597,1038568,1038477,1038479,1039372,1039375,1039367,1039190,1039191,1039193,1039197,1100409,1100410,1038217,1070464,1038214,1038169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.455900289,13.544,29.70825052,1,1101308,56841.76891,1094,607,45531,51045
